,epoch,r_loss,r_acc,f_loss,f_acc
0,49,0.10831234604120255,0.984375,0.22032704949378967,0.9140625
1,99,0.08976916968822479,0.9375,0.04656187444925308,1.0
2,149,0.04565409570932388,0.984375,0.14462719857692719,0.953125
3,199,0.12788650393486023,0.9375,0.047095175832509995,1.0
4,249,0.12683402001857758,0.9375,0.08750724792480469,1.0
5,299,0.0715356171131134,0.96875,0.13242459297180176,0.953125
6,349,0.1384412944316864,0.9453125,0.049996085464954376,1.0
7,399,0.08095383644104004,0.953125,0.02657846361398697,1.0
8,449,0.07030471414327621,0.9609375,0.046395592391490936,1.0
9,499,0.13780254125595093,0.9296875,0.03839035704731941,1.0
10,549,0.14044541120529175,0.9453125,0.008925201371312141,1.0
11,599,0.08290884643793106,0.9609375,0.022707359865307808,1.0
12,649,0.14602573215961456,0.921875,0.01754879206418991,1.0
13,699,0.3258187174797058,0.9296875,0.03248908370733261,1.0
14,749,0.06781241297721863,0.9609375,0.0323059968650341,1.0
15,799,0.06055816262960434,0.96875,0.05921860411763191,0.9921875
16,849,0.019383348524570465,0.984375,0.002957780845463276,1.0
17,899,0.015740815550088882,0.9921875,0.00046618623309768736,1.0
18,949,0.12368504703044891,0.9609375,0.023013349622488022,1.0
19,999,0.041401512920856476,0.984375,0.018215952441096306,1.0
