,epoch,r_loss,r_acc,f_loss,f_acc
0,49,0.45892220735549927,0.765625,0.24242204427719116,0.9453125
1,99,0.15043839812278748,0.9296875,0.07317718863487244,0.9921875
2,149,0.15394335985183716,0.9140625,0.06422929465770721,1.0
3,199,0.1039898693561554,0.9453125,0.05734050273895264,0.9921875
4,249,0.13000857830047607,0.9453125,0.0401046946644783,1.0
5,299,0.08189239352941513,0.953125,0.03977378085255623,1.0
6,349,0.09554765373468399,0.9765625,0.050436098128557205,1.0
7,399,0.10043494403362274,0.9609375,0.05223632603883743,0.9921875
8,449,0.09801598638296127,0.921875,0.08618536591529846,1.0
9,499,0.058744728565216064,0.9609375,0.04046269506216049,1.0
10,549,0.009571247734129429,0.9921875,0.006368337199091911,1.0
11,599,0.08679277449846268,0.9609375,0.045740559697151184,1.0
12,649,0.18115964531898499,0.9296875,0.031739458441734314,1.0
13,699,0.016650905832648277,0.9921875,0.009305373765528202,1.0
14,749,0.08852385729551315,0.953125,0.03360127657651901,1.0
15,799,0.04593983292579651,0.984375,0.010864065028727055,1.0
16,849,0.01089591532945633,1.0,0.017193417996168137,1.0
17,899,0.06179113686084747,0.96875,0.003694570390507579,1.0
18,949,0.009789586067199707,1.0,0.013368532992899418,1.0
19,999,0.0384414978325367,0.9609375,0.012353558093309402,1.0
