,epoch,r_loss,r_acc,f_loss,f_acc
0,49,0.2604828476905823,0.8125,0.2504769563674927,0.9296875
1,99,0.0944233387708664,0.96875,0.17894691228866577,0.9375
2,149,0.13743367791175842,0.9453125,0.17747701704502106,0.953125
3,199,0.06544207036495209,0.9609375,0.06774137914180756,1.0
4,249,0.120904341340065,0.9375,0.08528737723827362,0.9921875
5,299,0.15240207314491272,0.9453125,0.04569511115550995,1.0
6,349,0.08587807416915894,0.9609375,0.0687599629163742,0.984375
7,399,0.13312861323356628,0.9296875,0.1151813492178917,1.0
8,449,0.10865112394094467,0.9765625,0.012190990149974823,1.0
9,499,0.03091595694422722,0.9765625,0.04943529888987541,0.9921875
10,549,0.10418350994586945,0.9765625,0.040017809718847275,0.984375
11,599,0.10337771475315094,0.96875,0.035123590379953384,0.9921875
12,649,0.007985501550137997,1.0,0.017678938806056976,1.0
13,699,0.021423880010843277,1.0,0.021218419075012207,1.0
14,749,0.03301709517836571,0.9921875,7.74064174038358e-05,1.0
15,799,0.028765447437763214,0.9921875,0.010394793003797531,1.0
16,849,0.04077129438519478,0.96875,0.012220057658851147,1.0
17,899,0.021192463114857674,0.984375,0.009663142263889313,1.0
18,949,0.010208459571003914,0.9921875,0.0074179889634251595,1.0
19,999,0.018237071111798286,0.984375,0.0003274200716987252,1.0
