,epoch,r_loss,r_acc,f_loss,f_acc
0,49,0.20786654949188232,0.9296875,0.059213556349277496,1.0
1,99,0.33680790662765503,0.8203125,0.20013397932052612,0.9765625
2,149,0.2752189040184021,0.8203125,0.5736774206161499,0.78125
3,199,0.04216451942920685,0.9921875,0.03146042674779892,0.9921875
4,249,0.1627226620912552,0.9140625,0.013132390566170216,1.0
5,299,0.002104287501424551,1.0,0.01229386031627655,1.0
6,349,0.10960961878299713,0.9375,0.21733292937278748,0.953125
7,399,0.020403224974870682,0.9921875,0.006324572954326868,1.0
8,449,0.2257755696773529,0.8984375,0.0357690304517746,1.0
9,499,0.04463373124599457,0.9765625,0.07724428176879883,0.984375
10,549,0.049259383231401443,0.96875,0.15552620589733124,0.96875
11,599,0.16046294569969177,0.921875,0.04030720889568329,1.0
12,649,0.11085308343172073,0.9375,0.03931988403201103,1.0
13,699,0.04351789504289627,0.9765625,0.0569850355386734,1.0
14,749,0.07474561780691147,0.9609375,0.026103712618350983,1.0
15,799,0.009365792386233807,1.0,0.002712246496230364,1.0
16,849,0.01733694225549698,0.9921875,0.03603976592421532,1.0
17,899,0.24840161204338074,0.9296875,0.005240429192781448,1.0
18,949,0.0929221659898758,0.9609375,0.03577326610684395,1.0
19,999,0.10855847597122192,0.953125,0.02878829464316368,1.0
