,epoch,r_loss,r_acc,f_loss,f_acc
0,49,0.004692539572715759,1.0,0.4838578402996063,1.0
1,99,0.31822669506073,0.8046875,0.24074465036392212,0.984375
2,149,0.3913617730140686,0.7421875,0.29662075638771057,0.8828125
3,199,0.24706651270389557,0.875,0.16164420545101166,0.9765625
4,249,0.2465202957391739,0.84375,0.12731845676898956,0.9765625
5,299,0.11298481374979019,0.96875,0.32223761081695557,0.875
6,349,0.1352757215499878,0.9609375,0.18020200729370117,0.9140625
7,399,0.0871732085943222,0.984375,0.06438294053077698,0.984375
8,449,0.003435620339587331,1.0,0.0032146896701306105,1.0
9,499,0.0011546022724360228,1.0,0.0008782070362940431,1.0
10,549,0.0003158968756906688,1.0,0.0005526870954781771,1.0
11,599,7.642468699486926e-05,1.0,7.923987868707627e-05,1.0
12,649,0.007204834837466478,0.9921875,0.00016721049905754626,1.0
13,699,0.03736522048711777,0.9921875,0.009245479479432106,1.0
14,749,0.0014522576238960028,1.0,0.0012424063170328736,1.0
15,799,0.0008768315310589969,1.0,0.0006264237454161048,1.0
16,849,0.0001464201632188633,1.0,0.00015024120511952788,1.0
17,899,8.800336945569143e-05,1.0,7.653793727513403e-05,1.0
18,949,2.6955331122735515e-05,1.0,3.6982601159252226e-05,1.0
19,999,8.782310760580003e-05,1.0,1.7361297068418935e-05,1.0
