,epoch,r_loss,r_acc,f_loss,f_acc
0,49,0.6638503670692444,0.734375,0.5554808378219604,0.71875
1,99,0.6189291477203369,0.7265625,0.08169950544834137,0.9921875
2,149,0.31110674142837524,0.9921875,0.17337848246097565,0.9765625
3,199,0.35768213868141174,0.8359375,0.33305782079696655,0.828125
4,249,0.33608418703079224,0.84375,0.3384876251220703,0.8046875
5,299,0.31114208698272705,0.84375,0.13489218056201935,0.9765625
6,349,0.35713204741477966,0.828125,0.3390991687774658,0.8125
7,399,0.4414574205875397,0.765625,0.30968722701072693,0.90625
8,449,0.42732229828834534,0.7578125,0.13912351429462433,0.9609375
9,499,0.38500136137008667,0.7265625,0.23927709460258484,0.9921875
10,549,0.36912572383880615,0.84375,0.153999924659729,0.9609375
11,599,0.16500571370124817,0.9609375,0.21085628867149353,0.9296875
12,649,0.2833445370197296,0.890625,0.21336230635643005,0.9296875
13,699,0.3980143666267395,0.8046875,0.21107029914855957,0.8828125
14,749,0.41736531257629395,0.7578125,0.205112487077713,0.9765625
15,799,0.19114919006824493,0.8828125,0.07288588583469391,1.0
16,849,0.2924489974975586,0.859375,0.08556903898715973,1.0
17,899,0.21443232893943787,0.921875,0.06025311350822449,1.0
18,949,0.12525136768817902,0.9453125,0.12442068755626678,0.953125
19,999,0.1967996209859848,0.9140625,0.09719216823577881,0.9921875
