,epoch,r_loss,r_acc,f_loss,f_acc
0,49,0.25757020711898804,0.8359375,0.08661875128746033,0.984375
1,99,0.0894557386636734,0.9765625,0.1861378252506256,0.9609375
2,149,0.08212385326623917,0.96875,0.06407207250595093,0.984375
3,199,0.16455192863941193,0.9375,0.03492364287376404,1.0
4,249,0.3027954399585724,0.8828125,0.12242451310157776,0.96875
5,299,0.22700177133083344,0.8671875,0.11761302500963211,0.984375
6,349,0.11845358461141586,0.9609375,0.02590078115463257,1.0
7,399,0.07511942088603973,0.953125,0.02964049018919468,1.0
8,449,0.09912052750587463,0.96875,0.028482861816883087,1.0
9,499,0.10666176676750183,0.9375,0.026339659467339516,1.0
10,549,0.05831366404891014,0.96875,0.016741029918193817,1.0
11,599,0.056420598179101944,0.9609375,0.027743631973862648,1.0
12,649,0.16207930445671082,0.9296875,0.052921734750270844,1.0
13,699,0.09971502423286438,0.953125,0.029965074732899666,1.0
14,749,0.043260712176561356,0.984375,0.011151992715895176,1.0
15,799,0.11525075882673264,0.9609375,0.05672410875558853,1.0
16,849,0.1027669608592987,0.96875,0.07482624053955078,0.9921875
17,899,0.024370448663830757,0.984375,0.013304991647601128,1.0
18,949,0.1408318430185318,0.9609375,0.013982681557536125,1.0
19,999,0.02969280444085598,0.9921875,0.03513099253177643,1.0
