,epoch,r_loss,r_acc,f_loss,f_acc
0,49,0.2150385081768036,0.8984375,0.17857426404953003,1.0
1,99,0.29276296496391296,0.8203125,0.24171891808509827,0.96875
2,149,0.0946761891245842,0.9921875,0.13358284533023834,0.953125
3,199,0.015477679669857025,1.0,0.026263248175382614,1.0
4,249,0.14049221575260162,0.921875,0.1072046160697937,1.0
5,299,0.29449424147605896,0.8828125,0.07238851487636566,1.0
6,349,0.23448097705841064,0.859375,0.11802663654088974,0.9765625
7,399,0.13336651027202606,0.921875,0.09226830303668976,0.9765625
8,449,0.058442287147045135,0.9609375,0.05702491104602814,1.0
9,499,0.10386425256729126,0.9375,0.10354907065629959,0.9609375
10,549,0.09725650399923325,0.9609375,0.02481580153107643,1.0
11,599,0.1547510176897049,0.921875,0.05750691145658493,0.984375
12,649,0.08226123452186584,0.9609375,0.08341146260499954,0.9765625
13,699,0.0689159482717514,0.9609375,0.0818447470664978,0.9765625
14,749,0.01756107434630394,0.9921875,0.017952488735318184,1.0
15,799,0.07744510471820831,0.96875,0.05275992676615715,0.9921875
16,849,0.009064719080924988,1.0,0.006089045666158199,1.0
17,899,0.007233913987874985,1.0,0.01219102181494236,1.0
18,949,0.026368949562311172,0.9921875,0.011652344837784767,0.9921875
19,999,0.013779143802821636,0.9921875,0.01051397155970335,1.0
