,epoch,r_loss,r_acc,f_loss,f_acc
0,49,0.596656858921051,1.0,0.7999519109725952,0.0
1,99,0.6621308326721191,1.0,0.7251564860343933,0.0
2,149,0.6935262680053711,0.0,0.6927682161331177,1.0
3,199,0.7005342245101929,0.0,0.6858144402503967,1.0
4,249,0.6893896460533142,1.0,0.6969188451766968,0.0
5,299,0.6964956521987915,0.0,0.6898099184036255,1.0
6,349,0.6871925592422485,1.0,0.6991374492645264,0.0
7,399,0.717624843120575,0.0,0.6692543625831604,1.0
8,449,0.6905061602592468,1.0,0.6957952380180359,0.0
9,499,0.6877444386482239,1.0,0.6985793709754944,0.0
10,549,0.6885635256767273,1.0,0.6977518796920776,0.0
11,599,0.6894988417625427,1.0,0.6968086957931519,0.0
12,649,0.6914260387420654,1.0,0.694871187210083,0.0
13,699,0.690430760383606,1.0,0.6958709955215454,0.0
14,749,0.6854851245880127,1.0,0.7008684277534485,0.0
15,799,0.6875671148300171,1.0,0.698758602142334,0.0
16,849,0.6876803040504456,1.0,0.69864422082901,0.0
17,899,0.6947588920593262,0.0,0.6915380358695984,1.0
18,949,0.6997965574264526,0.0,0.686541736125946,1.0
19,999,0.6941450834274292,0.0,0.6921502947807312,1.0
