,epoch,r_loss,r_acc,f_loss,f_acc
0,49,0.5518606901168823,0.7421875,0.5988001823425293,0.6171875
1,99,0.27374452352523804,0.890625,0.3763468265533447,0.8359375
2,149,0.19553877413272858,0.953125,0.30207693576812744,0.8515625
3,199,0.31096112728118896,0.8046875,0.21988333761692047,0.9453125
4,249,0.2747112810611725,0.84375,0.18028904497623444,0.9765625
5,299,0.17201748490333557,0.9296875,0.11300574988126755,0.984375
6,349,0.13735520839691162,0.9765625,0.3093984127044678,0.875
7,399,0.09669473767280579,0.953125,0.02386912703514099,0.9921875
8,449,0.056646671146154404,0.9921875,0.061721354722976685,0.984375
9,499,0.01567416824400425,0.9921875,0.020952843129634857,0.9921875
10,549,0.005571048706769943,1.0,0.00192477076780051,1.0
11,599,0.04585103690624237,0.984375,0.02746385522186756,1.0
12,649,0.051130179315805435,0.9765625,0.08525063097476959,0.984375
13,699,0.03359545022249222,0.96875,0.09323929250240326,0.984375
14,749,0.06223532184958458,0.96875,0.04553994536399841,0.9921875
15,799,0.02952560782432556,0.9921875,0.036976397037506104,0.984375
16,849,0.010295359417796135,1.0,0.02712421491742134,1.0
17,899,0.06104825809597969,0.96875,0.02997549995779991,1.0
18,949,0.025820113718509674,0.9921875,0.013178889639675617,1.0
19,999,0.006111460272222757,1.0,0.011129045858979225,0.9921875
