,epoch,r_loss,r_acc,f_loss,f_acc
0,49,0.06341519951820374,0.9921875,0.04075523465871811,0.9921875
1,99,0.08871999382972717,0.9765625,0.1382770836353302,0.96875
2,149,0.16192930936813354,0.921875,0.06015179306268692,0.984375
3,199,0.257846862077713,0.8984375,0.017162878066301346,1.0
4,249,0.047684796154499054,0.984375,0.0897698849439621,0.9921875
5,299,0.009902049787342548,1.0,0.029610393568873405,0.984375
6,349,0.017272228375077248,1.0,0.008296019397675991,1.0
7,399,0.046840909868478775,0.984375,0.03337864577770233,1.0
8,449,0.04262695834040642,0.984375,0.0010221715783700347,1.0
9,499,0.0685712918639183,0.9765625,0.03108665719628334,1.0
10,549,0.02300388365983963,0.9765625,0.007426493335515261,1.0
11,599,0.003908851649612188,1.0,0.0010588339064270258,1.0
12,649,0.03663263097405434,0.9921875,0.010111309587955475,1.0
13,699,0.042290810495615005,0.984375,0.020809344947338104,1.0
14,749,0.06605905294418335,0.96875,0.0587715245783329,0.984375
15,799,0.044164929538965225,0.984375,0.015273211523890495,0.9921875
16,849,0.05716613680124283,0.984375,0.019182264804840088,0.9921875
17,899,0.0474083311855793,0.984375,0.01956349052488804,1.0
18,949,0.11828704923391342,0.9609375,0.03366785869002342,1.0
19,999,0.06249150633811951,0.9765625,0.015847627073526382,1.0
